index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
15923,2001,10,MO,Commercial Power,Other,53
15925,2001,10,MO,Industrial Power,Coal,13316
15926,2001,10,MO,Industrial Power,Petroleum,1
15927,2001,10,MO,Industrial Power,Natural Gas,396
15928,2001,10,MO,Industrial Power,Other Biomass,713
15930,2001,10,MS,Total Electric Power,Coal,2055748
15931,2001,10,MS,Total Electric Power,Petroleum,2766
15932,2001,10,MS,Total Electric Power,Natural Gas,2286654
15933,2001,10,MS,Total Electric Power,Nuclear,939180
15934,2001,10,MS,Total Electric Power,Wood and Wood Derived Fuels,155512
15936,2001,10,MS,Electric Utilities,Coal,2055748
15937,2001,10,MS,Electric Utilities,Petroleum,1894
15938,2001,10,MS,Electric Utilities,Natural Gas,2052539
15939,2001,10,MS,Electric Utilities,Nuclear,939180
15941,2001,10,MS,Independent Power Producers,Natural Gas,156233
15943,2001,10,MS,Electric Power,Natural Gas,14882
15945,2001,10,MS,Commercial Power,Petroleum,104
15946,2001,10,MS,Commercial Power,Natural Gas,1386
15948,2001,10,MS,Industrial Power,Petroleum,768
15949,2001,10,MS,Industrial Power,Natural Gas,61614
15950,2001,10,MS,Industrial Power,Wood and Wood Derived Fuels,155512
15952,2001,10,MT,Total Electric Power,Coal,1653932
15953,2001,10,MT,Total Electric Power,Petroleum,51831
15954,2001,10,MT,Total Electric Power,Natural Gas,718
15955,2001,10,MT,Total Electric Power,Hydroelectric Conventional,467305
15956,2001,10,MT,Total Electric Power,Wood and Wood Derived Fuels,3644
15958,2001,10,MT,Electric Utilities,Coal,29446
15959,2001,10,MT,Electric Utilities,Petroleum,47
15960,2001,10,MT,Electric Utilities,Natural Gas,72
15961,2001,10,MT,Electric Utilities,Hydroelectric Conventional,290723
15963,2001,10,MT,Independent Power Producers,Coal,1624486
15964,2001,10,MT,Independent Power Producers,Petroleum,11081
15965,2001,10,MT,Independent Power Producers,Hydroelectric Conventional,176582
15967,2001,10,MT,Electric Power,Petroleum,40703
15968,2001,10,MT,Electric Power,Natural Gas,85
15970,2001,10,MT,Industrial Power,Natural Gas,561
15971,2001,10,MT,Industrial Power,Wood and Wood Derived Fuels,3644
15973,2001,10,NC,Total Electric Power,Coal,5629910
15974,2001,10,NC,Total Electric Power,Petroleum,31295
15975,2001,10,NC,Total Electric Power,Natural Gas,86943
15976,2001,10,NC,Total Electric Power,Other Gases,39
15977,2001,10,NC,Total Electric Power,Nuclear,2938467
15978,2001,10,NC,Total Electric Power,Hydroelectric Conventional,224345
15979,2001,10,NC,Total Electric Power,Wood and Wood Derived Fuels,158228
15980,2001,10,NC,Total Electric Power,Other Biomass,7820
15981,2001,10,NC,Total Electric Power,Pumped Storage,0
15982,2001,10,NC,Total Electric Power,Other,899
15984,2001,10,NC,Electric Utilities,Coal,5344595
15985,2001,10,NC,Electric Utilities,Petroleum,13387
15986,2001,10,NC,Electric Utilities,Natural Gas,45194
15987,2001,10,NC,Electric Utilities,Nuclear,2938467
15988,2001,10,NC,Electric Utilities,Hydroelectric Conventional,178394
15989,2001,10,NC,Electric Utilities,Pumped Storage,0
15991,2001,10,NC,Independent Power Producers,Petroleum,13
15992,2001,10,NC,Independent Power Producers,Natural Gas,12224
15993,2001,10,NC,Independent Power Producers,Other Gases,39
15994,2001,10,NC,Independent Power Producers,Hydroelectric Conventional,638
15995,2001,10,NC,Independent Power Producers,Wood and Wood Derived Fuels,32457
15996,2001,10,NC,Independent Power Producers,Other Biomass,3529
15997,2001,10,NC,Independent Power Producers,Other,899
15999,2001,10,NC,Electric Power,Coal,213890
16000,2001,10,NC,Electric Power,Petroleum,16
16001,2001,10,NC,Electric Power,Natural Gas,26698
16002,2001,10,NC,Electric Power,Other Biomass,2946
16004,2001,10,NC,Commercial Power,Coal,4321
16005,2001,10,NC,Commercial Power,Petroleum,321
16006,2001,10,NC,Commercial Power,Natural Gas,1158
16007,2001,10,NC,Commercial Power,Hydroelectric Conventional,142
16009,2001,10,NC,Industrial Power,Coal,67104
16010,2001,10,NC,Industrial Power,Petroleum,17558
16011,2001,10,NC,Industrial Power,Natural Gas,1669
16012,2001,10,NC,Industrial Power,Hydroelectric Conventional,45171
16013,2001,10,NC,Industrial Power,Wood and Wood Derived Fuels,125771
16014,2001,10,NC,Industrial Power,Other Biomass,1345
16015,2001,10,NC,Industrial Power,Other,0
16017,2001,10,ND,Total Electric Power,Coal,2241181
16018,2001,10,ND,Total Electric Power,Petroleum,3040
16019,2001,10,ND,Total Electric Power,Natural Gas,208
16020,2001,10,ND,Total Electric Power,Other Gases,5502
16021,2001,10,ND,Total Electric Power,Hydroelectric Conventional,84442
16022,2001,10,ND,Total Electric Power,Other Biomass,683
16024,2001,10,ND,Electric Utilities,Coal,2227234
16025,2001,10,ND,Electric Utilities,Petroleum,2501
16026,2001,10,ND,Electric Utilities,Natural Gas,-6
16027,2001,10,ND,Electric Utilities,Hydroelectric Conventional,84442
16029,2001,10,ND,Industrial Power,Coal,13947
16030,2001,10,ND,Industrial Power,Petroleum,539
16031,2001,10,ND,Industrial Power,Natural Gas,214
16032,2001,10,ND,Industrial Power,Other Gases,5502
16033,2001,10,ND,Industrial Power,Other Biomass,683
16035,2001,10,NE,Total Electric Power,Coal,1576140
16036,2001,10,NE,Total Electric Power,Petroleum,798
16037,2001,10,NE,Total Electric Power,Natural Gas,20920
16038,2001,10,NE,Total Electric Power,Nuclear,920192
16039,2001,10,NE,Total Electric Power,Hydroelectric Conventional,114718
16040,2001,10,NE,Total Electric Power,Wind,304
16041,2001,10,NE,Total Electric Power,Other Biomass,1317
16042,2001,10,NE,Total Electric Power,Other,0
16044,2001,10,NE,Electric Utilities,Coal,1572918
16045,2001,10,NE,Electric Utilities,Petroleum,750
16046,2001,10,NE,Electric Utilities,Natural Gas,20044
16047,2001,10,NE,Electric Utilities,Nuclear,920192
16048,2001,10,NE,Electric Utilities,Hydroelectric Conventional,114718
16049,2001,10,NE,Electric Utilities,Wind,304
16050,2001,10,NE,Electric Utilities,Other Biomass,0
16051,2001,10,NE,Electric Utilities,Other,0
16053,2001,10,NE,Electric Power,Other Biomass,684
16055,2001,10,NE,Commercial Power,Petroleum,48
16056,2001,10,NE,Commercial Power,Natural Gas,646
16057,2001,10,NE,Commercial Power,Other Biomass,633
16059,2001,10,NE,Industrial Power,Coal,3222
16060,2001,10,NE,Industrial Power,Natural Gas,230
16062,2001,10,NH,Total Electric Power,Coal,361167
16063,2001,10,NH,Total Electric Power,Petroleum,55054
16064,2001,10,NH,Total Electric Power,Natural Gas,28778
16065,2001,10,NH,Total Electric Power,Nuclear,723475
16066,2001,10,NH,Total Electric Power,Hydroelectric Conventional,38641
16067,2001,10,NH,Total Electric Power,Wood and Wood Derived Fuels,67751
16068,2001,10,NH,Total Electric Power,Other Biomass,12307
16069,2001,10,NH,Total Electric Power,Other,4877
16071,2001,10,NH,Electric Utilities,Coal,361167
16072,2001,10,NH,Electric Utilities,Petroleum,51879
16073,2001,10,NH,Electric Utilities,Natural Gas,24091
16074,2001,10,NH,Electric Utilities,Nuclear,723475
16075,2001,10,NH,Electric Utilities,Hydroelectric Conventional,9591
16077,2001,10,NH,Independent Power Producers,Petroleum,0
16078,2001,10,NH,Independent Power Producers,Nuclear,0
16079,2001,10,NH,Independent Power Producers,Hydroelectric Conventional,24027
16080,2001,10,NH,Independent Power Producers,Wood and Wood Derived Fuels,55248
16081,2001,10,NH,Independent Power Producers,Other Biomass,12307
16082,2001,10,NH,Independent Power Producers,Other,4877
16084,2001,10,NH,Electric Power,Petroleum,5
16085,2001,10,NH,Electric Power,Wood and Wood Derived Fuels,6853
16087,2001,10,NH,Commercial Power,Petroleum,1838
16089,2001,10,NH,Industrial Power,Petroleum,1332
16090,2001,10,NH,Industrial Power,Natural Gas,4687
16091,2001,10,NH,Industrial Power,Hydroelectric Conventional,5023
16092,2001,10,NH,Industrial Power,Wood and Wood Derived Fuels,5650
16094,2001,10,NJ,Total Electric Power,Coal,808100
16095,2001,10,NJ,Total Electric Power,Petroleum,33003
16096,2001,10,NJ,Total Electric Power,Natural Gas,1650881
16097,2001,10,NJ,Total Electric Power,Other Gases,36741
16098,2001,10,NJ,Total Electric Power,Nuclear,1880092
16099,2001,10,NJ,Total Electric Power,Hydroelectric Conventional,1382
16100,2001,10,NJ,Total Electric Power,Other Biomass,69606
16101,2001,10,NJ,Total Electric Power,Pumped Storage,-8499
16102,2001,10,NJ,Total Electric Power,Other,39706
16104,2001,10,NJ,Electric Utilities,Coal,83525
16105,2001,10,NJ,Electric Utilities,Petroleum,5788
16106,2001,10,NJ,Electric Utilities,Natural Gas,1939
16107,2001,10,NJ,Electric Utilities,Pumped Storage,-8499
16109,2001,10,NJ,Independent Power Producers,Coal,476207
16110,2001,10,NJ,Independent Power Producers,Petroleum,22058
16111,2001,10,NJ,Independent Power Producers,Natural Gas,408175
16112,2001,10,NJ,Independent Power Producers,Other Gases,0
16113,2001,10,NJ,Independent Power Producers,Nuclear,1880092
16114,2001,10,NJ,Independent Power Producers,Hydroelectric Conventional,1382
16115,2001,10,NJ,Independent Power Producers,Other Biomass,40447
16116,2001,10,NJ,Independent Power Producers,Other,20698
16118,2001,10,NJ,Electric Power,Coal,248368
16119,2001,10,NJ,Electric Power,Petroleum,1208
16120,2001,10,NJ,Electric Power,Natural Gas,1011212
16121,2001,10,NJ,Electric Power,Other Biomass,28229
16122,2001,10,NJ,Electric Power,Other,19008
16124,2001,10,NJ,Commercial Power,Petroleum,206
16125,2001,10,NJ,Commercial Power,Natural Gas,13751
16126,2001,10,NJ,Commercial Power,Other Biomass,15
16128,2001,10,NJ,Industrial Power,Petroleum,3743
16129,2001,10,NJ,Industrial Power,Natural Gas,215804
16130,2001,10,NJ,Industrial Power,Other Gases,36741
16131,2001,10,NJ,Industrial Power,Other Biomass,915
16133,2001,10,NM,Total Electric Power,Coal,2352771
16134,2001,10,NM,Total Electric Power,Petroleum,1794
16135,2001,10,NM,Total Electric Power,Natural Gas,355579
16136,2001,10,NM,Total Electric Power,Hydroelectric Conventional,13329
16137,2001,10,NM,Total Electric Power,Other Biomass,1581
16139,2001,10,NM,Electric Utilities,Coal,2352771
16140,2001,10,NM,Electric Utilities,Petroleum,1370
16141,2001,10,NM,Electric Utilities,Natural Gas,270833
16142,2001,10,NM,Electric Utilities,Hydroelectric Conventional,13329
16144,2001,10,NM,Independent Power Producers,Petroleum,165
16145,2001,10,NM,Independent Power Producers,Natural Gas,5284
16147,2001,10,NM,Electric Power,Natural Gas,25849
16148,2001,10,NM,Electric Power,Other Biomass,1581
16150,2001,10,NM,Commercial Power,Natural Gas,3528
16152,2001,10,NM,Industrial Power,Petroleum,259
16153,2001,10,NM,Industrial Power,Natural Gas,50085
16155,2001,10,NV,Total Electric Power,Coal,1705165
16156,2001,10,NV,Total Electric Power,Petroleum,14458
16157,2001,10,NV,Total Electric Power,Natural Gas,1066253
16158,2001,10,NV,Total Electric Power,Hydroelectric Conventional,106955
16159,2001,10,NV,Total Electric Power,Geothermal,104273
16161,2001,10,NV,Electric Utilities,Coal,1705165
16162,2001,10,NV,Electric Utilities,Petroleum,14458
16163,2001,10,NV,Electric Utilities,Natural Gas,495566
16164,2001,10,NV,Electric Utilities,Hydroelectric Conventional,105921
16166,2001,10,NV,Independent Power Producers,Petroleum,0
16167,2001,10,NV,Independent Power Producers,Natural Gas,367806
16168,2001,10,NV,Independent Power Producers,Hydroelectric Conventional,1034
16169,2001,10,NV,Independent Power Producers,Geothermal,104273
16171,2001,10,NV,Electric Power,Natural Gas,202881
16173,2001,10,NY,Total Electric Power,Coal,1707743
16174,2001,10,NY,Total Electric Power,Petroleum,544339
16175,2001,10,NY,Total Electric Power,Natural Gas,3772388
16176,2001,10,NY,Total Electric Power,Other Gases,9735
16177,2001,10,NY,Total Electric Power,Nuclear,3494433
16178,2001,10,NY,Total Electric Power,Hydroelectric Conventional,1740130
16179,2001,10,NY,Total Electric Power,Wind,1659
16180,2001,10,NY,Total Electric Power,Wood and Wood Derived Fuels,24540
16181,2001,10,NY,Total Electric Power,Other Biomass,111413
16182,2001,10,NY,Total Electric Power,Pumped Storage,-58073
16183,2001,10,NY,Total Electric Power,Other,71423
16185,2001,10,NY,Electric Utilities,Coal,130032
16186,2001,10,NY,Electric Utilities,Petroleum,299462
16187,2001,10,NY,Electric Utilities,Natural Gas,1094126
16188,2001,10,NY,Electric Utilities,Nuclear,1563070
16189,2001,10,NY,Electric Utilities,Hydroelectric Conventional,1487189
16190,2001,10,NY,Electric Utilities,Pumped Storage,-58073
16192,2001,10,NY,Independent Power Producers,Coal,1435876
16193,2001,10,NY,Independent Power Producers,Petroleum,227061
16194,2001,10,NY,Independent Power Producers,Natural Gas,1020576
16195,2001,10,NY,Independent Power Producers,Nuclear,1931363
16196,2001,10,NY,Independent Power Producers,Hydroelectric Conventional,249607
16197,2001,10,NY,Independent Power Producers,Wind,1659
16198,2001,10,NY,Independent Power Producers,Wood and Wood Derived Fuels,14190
16199,2001,10,NY,Independent Power Producers,Other Biomass,69649
16200,2001,10,NY,Independent Power Producers,Other,45583
16202,2001,10,NY,Electric Power,Coal,62693
16203,2001,10,NY,Electric Power,Petroleum,4838
16204,2001,10,NY,Electric Power,Natural Gas,1554951
16205,2001,10,NY,Electric Power,Wood and Wood Derived Fuels,654
16206,2001,10,NY,Electric Power,Other Biomass,29923
16207,2001,10,NY,Electric Power,Other,16907
16209,2001,10,NY,Commercial Power,Coal,2131
16210,2001,10,NY,Commercial Power,Petroleum,6657
16211,2001,10,NY,Commercial Power,Natural Gas,23881
16212,2001,10,NY,Commercial Power,Hydroelectric Conventional,0
16213,2001,10,NY,Commercial Power,Other Biomass,11841
16214,2001,10,NY,Commercial Power,Other,8933
16216,2001,10,NY,Industrial Power,Coal,77011
16217,2001,10,NY,Industrial Power,Petroleum,6321
16218,2001,10,NY,Industrial Power,Natural Gas,78854
16219,2001,10,NY,Industrial Power,Other Gases,9735
16220,2001,10,NY,Industrial Power,Hydroelectric Conventional,3334
16221,2001,10,NY,Industrial Power,Wood and Wood Derived Fuels,9696
16223,2001,10,OH,Total Electric Power,Coal,9497871
16224,2001,10,OH,Total Electric Power,Petroleum,34907
16225,2001,10,OH,Total Electric Power,Natural Gas,39248
16226,2001,10,OH,Total Electric Power,Other Gases,23686
16227,2001,10,OH,Total Electric Power,Nuclear,1555180
16228,2001,10,OH,Total Electric Power,Hydroelectric Conventional,32990
16229,2001,10,OH,Total Electric Power,Wood and Wood Derived Fuels,31300
16230,2001,10,OH,Total Electric Power,Other Biomass,2059
16232,2001,10,OH,Electric Utilities,Coal,9070853
16233,2001,10,OH,Electric Utilities,Petroleum,34304
16234,2001,10,OH,Electric Utilities,Natural Gas,4270
16235,2001,10,OH,Electric Utilities,Nuclear,1555180
16236,2001,10,OH,Electric Utilities,Hydroelectric Conventional,32990
16238,2001,10,OH,Independent Power Producers,Coal,373208
16239,2001,10,OH,Independent Power Producers,Petroleum,77
16240,2001,10,OH,Independent Power Producers,Natural Gas,13802
16241,2001,10,OH,Independent Power Producers,Other Biomass,2059
16243,2001,10,OH,Electric Power,Coal,3171
16244,2001,10,OH,Electric Power,Petroleum,55
16245,2001,10,OH,Electric Power,Natural Gas,4955
16246,2001,10,OH,Electric Power,Other Gases,8761
16247,2001,10,OH,Electric Power,Wood and Wood Derived Fuels,2878
16249,2001,10,OH,Commercial Power,Coal,395
16250,2001,10,OH,Commercial Power,Petroleum,108
16251,2001,10,OH,Commercial Power,Natural Gas,943
16252,2001,10,OH,Commercial Power,Wood and Wood Derived Fuels,16
16254,2001,10,OH,Industrial Power,Coal,50244
16255,2001,10,OH,Industrial Power,Petroleum,363
16256,2001,10,OH,Industrial Power,Natural Gas,15278
16257,2001,10,OH,Industrial Power,Other Gases,14925
16258,2001,10,OH,Industrial Power,Wood and Wood Derived Fuels,28406
16260,2001,10,OK,Total Electric Power,Coal,2764271
16261,2001,10,OK,Total Electric Power,Petroleum,1668
16262,2001,10,OK,Total Electric Power,Natural Gas,1545310
16263,2001,10,OK,Total Electric Power,Other Gases,7339
16264,2001,10,OK,Total Electric Power,Hydroelectric Conventional,120831
16265,2001,10,OK,Total Electric Power,Wood and Wood Derived Fuels,22652
16266,2001,10,OK,Total Electric Power,Pumped Storage,-8516
16268,2001,10,OK,Electric Utilities,Coal,2584998
16269,2001,10,OK,Electric Utilities,Petroleum,177
16270,2001,10,OK,Electric Utilities,Natural Gas,1305174
16271,2001,10,OK,Electric Utilities,Hydroelectric Conventional,120831
16272,2001,10,OK,Electric Utilities,Pumped Storage,-8516
16274,2001,10,OK,Independent Power Producers,Natural Gas,128469
16276,2001,10,OK,Electric Power,Coal,136994
16277,2001,10,OK,Electric Power,Natural Gas,79409
16279,2001,10,OK,Commercial Power,Petroleum,131
16280,2001,10,OK,Commercial Power,Natural Gas,1985
16282,2001,10,OK,Industrial Power,Coal,42279
16283,2001,10,OK,Industrial Power,Petroleum,1360
16284,2001,10,OK,Industrial Power,Natural Gas,30273
16285,2001,10,OK,Industrial Power,Other Gases,7339
16286,2001,10,OK,Industrial Power,Wood and Wood Derived Fuels,22652
16288,2001,10,OR,Total Electric Power,Coal,415499
16289,2001,10,OR,Total Electric Power,Petroleum,112
16290,2001,10,OR,Total Electric Power,Natural Gas,1068248
16291,2001,10,OR,Total Electric Power,Hydroelectric Conventional,1902572
16292,2001,10,OR,Total Electric Power,Wind,7468
16293,2001,10,OR,Total Electric Power,Wood and Wood Derived Fuels,68407
16294,2001,10,OR,Total Electric Power,Other Biomass,4500
16295,2001,10,OR,Total Electric Power,Other,3394
16297,2001,10,OR,Electric Utilities,Coal,411930
16298,2001,10,OR,Electric Utilities,Petroleum,112
16299,2001,10,OR,Electric Utilities,Natural Gas,435897
16300,2001,10,OR,Electric Utilities,Hydroelectric Conventional,1879736
16301,2001,10,OR,Electric Utilities,Wood and Wood Derived Fuels,0
16303,2001,10,OR,Independent Power Producers,Natural Gas,631
16304,2001,10,OR,Independent Power Producers,Hydroelectric Conventional,22836
16305,2001,10,OR,Independent Power Producers,Wind,7468
16306,2001,10,OR,Independent Power Producers,Other Biomass,4500
16307,2001,10,OR,Independent Power Producers,Other,3394
16309,2001,10,OR,Electric Power,Natural Gas,599427
16310,2001,10,OR,Electric Power,Wood and Wood Derived Fuels,31682
16312,2001,10,OR,Commercial Power,Petroleum,0
16313,2001,10,OR,Commercial Power,Natural Gas,742
16315,2001,10,OR,Industrial Power,Coal,3569
16316,2001,10,OR,Industrial Power,Petroleum,0
16317,2001,10,OR,Industrial Power,Natural Gas,31551
16318,2001,10,OR,Industrial Power,Wood and Wood Derived Fuels,36725
16320,2001,10,PA,Total Electric Power,Coal,8818549
16321,2001,10,PA,Total Electric Power,Petroleum,129320
16322,2001,10,PA,Total Electric Power,Natural Gas,312627
16323,2001,10,PA,Total Electric Power,Other Gases,57119
16324,2001,10,PA,Total Electric Power,Nuclear,5728264
16325,2001,10,PA,Total Electric Power,Hydroelectric Conventional,63294
16326,2001,10,PA,Total Electric Power,Wind,859
16327,2001,10,PA,Total Electric Power,Wood and Wood Derived Fuels,56613
16328,2001,10,PA,Total Electric Power,Other Biomass,106330
16329,2001,10,PA,Total Electric Power,Pumped Storage,-40484
16330,2001,10,PA,Total Electric Power,Other,70293
16332,2001,10,PA,Electric Utilities,Coal,1277371
16333,2001,10,PA,Electric Utilities,Petroleum,1464
16334,2001,10,PA,Electric Utilities,Natural Gas,95
16335,2001,10,PA,Electric Utilities,Nuclear,1025347
16336,2001,10,PA,Electric Utilities,Hydroelectric Conventional,23395
16337,2001,10,PA,Electric Utilities,Pumped Storage,-19250
16339,2001,10,PA,Independent Power Producers,Coal,6980643
16340,2001,10,PA,Independent Power Producers,Petroleum,99782
16341,2001,10,PA,Independent Power Producers,Natural Gas,165873
16342,2001,10,PA,Independent Power Producers,Other Gases,131
16343,2001,10,PA,Independent Power Producers,Nuclear,4702917
16344,2001,10,PA,Independent Power Producers,Hydroelectric Conventional,39899
16345,2001,10,PA,Independent Power Producers,Wind,859
16346,2001,10,PA,Independent Power Producers,Other Biomass,92884
16347,2001,10,PA,Independent Power Producers,Pumped Storage,-21234
16348,2001,10,PA,Independent Power Producers,Other,52814
16350,2001,10,PA,Electric Power,Coal,400632
16351,2001,10,PA,Electric Power,Petroleum,6365
16352,2001,10,PA,Electric Power,Natural Gas,79731
16353,2001,10,PA,Electric Power,Wood and Wood Derived Fuels,17457
16354,2001,10,PA,Electric Power,Other Biomass,3579
16355,2001,10,PA,Electric Power,Other,1053
16357,2001,10,PA,Commercial Power,Coal,365
16358,2001,10,PA,Commercial Power,Petroleum,359
16359,2001,10,PA,Commercial Power,Natural Gas,15064
16360,2001,10,PA,Commercial Power,Other Biomass,9867
16361,2001,10,PA,Commercial Power,Other,7444
16363,2001,10,PA,Industrial Power,Coal,159538
16364,2001,10,PA,Industrial Power,Petroleum,21350
16365,2001,10,PA,Industrial Power,Natural Gas,51864
16366,2001,10,PA,Industrial Power,Other Gases,56988
16367,2001,10,PA,Industrial Power,Wood and Wood Derived Fuels,39156
16368,2001,10,PA,Industrial Power,Other Biomass,0
16369,2001,10,PA,Industrial Power,Other,8982
16371,2001,10,RI,Total Electric Power,Petroleum,4728
16372,2001,10,RI,Total Electric Power,Natural Gas,732117
16373,2001,10,RI,Total Electric Power,Hydroelectric Conventional,314
16374,2001,10,RI,Total Electric Power,Other Biomass,8151
16376,2001,10,RI,Independent Power Producers,Petroleum,0
16377,2001,10,RI,Independent Power Producers,Natural Gas,690870
16378,2001,10,RI,Independent Power Producers,Hydroelectric Conventional,314
16379,2001,10,RI,Independent Power Producers,Other Biomass,8151
16381,2001,10,RI,Electric Power,Petroleum,239
16382,2001,10,RI,Electric Power,Natural Gas,40984
16384,2001,10,RI,Commercial Power,Petroleum,4397
16385,2001,10,RI,Commercial Power,Natural Gas,263
16387,2001,10,RI,Industrial Power,Petroleum,92
16389,2001,10,SC,Total Electric Power,Coal,2452959
16390,2001,10,SC,Total Electric Power,Petroleum,17726
16391,2001,10,SC,Total Electric Power,Natural Gas,160167
16392,2001,10,SC,Total Electric Power,Other Gases,6
16393,2001,10,SC,Total Electric Power,Nuclear,4222001
16394,2001,10,SC,Total Electric Power,Hydroelectric Conventional,96036
16395,2001,10,SC,Total Electric Power,Wood and Wood Derived Fuels,68063
16396,2001,10,SC,Total Electric Power,Other Biomass,1998
16397,2001,10,SC,Total Electric Power,Pumped Storage,-57068
16398,2001,10,SC,Total Electric Power,Other,1508
16400,2001,10,SC,Electric Utilities,Coal,2425682
16401,2001,10,SC,Electric Utilities,Petroleum,14522
16402,2001,10,SC,Electric Utilities,Natural Gas,89809
16403,2001,10,SC,Electric Utilities,Nuclear,4222001
16404,2001,10,SC,Electric Utilities,Hydroelectric Conventional,93907
16405,2001,10,SC,Electric Utilities,Pumped Storage,-57068
16407,2001,10,SC,Independent Power Producers,Petroleum,0
16408,2001,10,SC,Independent Power Producers,Natural Gas,7002
16409,2001,10,SC,Independent Power Producers,Hydroelectric Conventional,2092
16411,2001,10,SC,Electric Power,Natural Gas,58590
16413,2001,10,SC,Commercial Power,Petroleum,79
16414,2001,10,SC,Commercial Power,Natural Gas,241
16415,2001,10,SC,Commercial Power,Hydroelectric Conventional,37
16416,2001,10,SC,Commercial Power,Other Biomass,1998
16417,2001,10,SC,Commercial Power,Other,1508
16419,2001,10,SC,Industrial Power,Coal,27277
16420,2001,10,SC,Industrial Power,Petroleum,3125
16421,2001,10,SC,Industrial Power,Natural Gas,4525
16422,2001,10,SC,Industrial Power,Other Gases,6
16423,2001,10,SC,Industrial Power,Wood and Wood Derived Fuels,68063
16425,2001,10,SD,Total Electric Power,Coal,229522
16426,2001,10,SD,Total Electric Power,Petroleum,559
16427,2001,10,SD,Total Electric Power,Natural Gas,3588
16428,2001,10,SD,Total Electric Power,Hydroelectric Conventional,363907
16429,2001,10,SD,Total Electric Power,Wind,0
16431,2001,10,SD,Electric Utilities,Coal,229522
16432,2001,10,SD,Electric Utilities,Petroleum,559
16433,2001,10,SD,Electric Utilities,Natural Gas,3588
16434,2001,10,SD,Electric Utilities,Hydroelectric Conventional,363907
16435,2001,10,SD,Electric Utilities,Wind,0
16437,2001,10,TN,Total Electric Power,Coal,4058706
16438,2001,10,TN,Total Electric Power,Petroleum,29071
16439,2001,10,TN,Total Electric Power,Natural Gas,19633
16440,2001,10,TN,Total Electric Power,Other Gases,1572
16441,2001,10,TN,Total Electric Power,Nuclear,2277950
16442,2001,10,TN,Total Electric Power,Hydroelectric Conventional,702486
16443,2001,10,TN,Total Electric Power,Wood and Wood Derived Fuels,68851
16444,2001,10,TN,Total Electric Power,Other Biomass,3036
16445,2001,10,TN,Total Electric Power,Pumped Storage,-14456
16446,2001,10,TN,Total Electric Power,Other,135
16448,2001,10,TN,Electric Utilities,Coal,3937229
16449,2001,10,TN,Electric Utilities,Petroleum,28139
16450,2001,10,TN,Electric Utilities,Natural Gas,0
16451,2001,10,TN,Electric Utilities,Nuclear,2277950
16452,2001,10,TN,Electric Utilities,Hydroelectric Conventional,654418
16453,2001,10,TN,Electric Utilities,Pumped Storage,-14456
16455,2001,10,TN,Independent Power Producers,Natural Gas,0
16456,2001,10,TN,Independent Power Producers,Other Biomass,2856
16458,2001,10,TN,Electric Power,Wood and Wood Derived Fuels,13
16460,2001,10,TN,Commercial Power,Coal,4202
16461,2001,10,TN,Commercial Power,Natural Gas,2907
16462,2001,10,TN,Commercial Power,Other Biomass,180
16463,2001,10,TN,Commercial Power,Other,135
16465,2001,10,TN,Industrial Power,Coal,117275
16466,2001,10,TN,Industrial Power,Petroleum,932
16467,2001,10,TN,Industrial Power,Natural Gas,16726
16468,2001,10,TN,Industrial Power,Other Gases,1572
16469,2001,10,TN,Industrial Power,Hydroelectric Conventional,48068
16470,2001,10,TN,Industrial Power,Wood and Wood Derived Fuels,68838
16471,2001,10,TN,Industrial Power,Other,0
16473,2001,10,TX,Total Electric Power,Coal,9736388
16474,2001,10,TX,Total Electric Power,Petroleum,22819
16475,2001,10,TX,Total Electric Power,Natural Gas,15188595
16476,2001,10,TX,Total Electric Power,Other Gases,128386
16477,2001,10,TX,Total Electric Power,Nuclear,2615902
16478,2001,10,TX,Total Electric Power,Hydroelectric Conventional,49076
16479,2001,10,TX,Total Electric Power,Wind,123255
16480,2001,10,TX,Total Electric Power,Solar Thermal and Photovoltaic,0
16481,2001,10,TX,Total Electric Power,Wood and Wood Derived Fuels,83628
16482,2001,10,TX,Total Electric Power,Other Biomass,8538
16483,2001,10,TX,Total Electric Power,Other,127048
16485,2001,10,TX,Electric Utilities,Coal,9510782
16486,2001,10,TX,Electric Utilities,Petroleum,14696
16487,2001,10,TX,Electric Utilities,Natural Gas,6706730
16488,2001,10,TX,Electric Utilities,Nuclear,2615902
16489,2001,10,TX,Electric Utilities,Hydroelectric Conventional,48581
16490,2001,10,TX,Electric Utilities,Solar Thermal and Photovoltaic,0
16492,2001,10,TX,Independent Power Producers,Coal,0
16493,2001,10,TX,Independent Power Producers,Petroleum,4203
16494,2001,10,TX,Independent Power Producers,Natural Gas,2454744
16495,2001,10,TX,Independent Power Producers,Nuclear,0
16496,2001,10,TX,Independent Power Producers,Hydroelectric Conventional,495
16497,2001,10,TX,Independent Power Producers,Wind,123255
16498,2001,10,TX,Independent Power Producers,Other Biomass,2918
16500,2001,10,TX,Electric Power,Petroleum,53
16501,2001,10,TX,Electric Power,Natural Gas,3107103
16502,2001,10,TX,Electric Power,Other Gases,0
16503,2001,10,TX,Electric Power,Other Biomass,1440
16505,2001,10,TX,Commercial Power,Petroleum,259
16506,2001,10,TX,Commercial Power,Natural Gas,39931
