index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
608,2001,1,MD,Independent Power Producers,Petroleum,340088
609,2001,1,MD,Independent Power Producers,Natural Gas,4116
610,2001,1,MD,Independent Power Producers,Nuclear,1293872
611,2001,1,MD,Independent Power Producers,Hydroelectric Conventional,71864
612,2001,1,MD,Independent Power Producers,Other Biomass,15718
613,2001,1,MD,Independent Power Producers,Other,10785
615,2001,1,MD,Electric Power,Coal,123883
616,2001,1,MD,Electric Power,Petroleum,7017
617,2001,1,MD,Electric Power,Natural Gas,45464
618,2001,1,MD,Electric Power,Other Gases,28603
619,2001,1,MD,Electric Power,Other Biomass,8204
620,2001,1,MD,Electric Power,Other,6189
622,2001,1,MD,Commercial Power,Petroleum,4
623,2001,1,MD,Commercial Power,Wood and Wood Derived Fuels,1054
624,2001,1,MD,Commercial Power,Other Biomass,1663
625,2001,1,MD,Commercial Power,Other,14
627,2001,1,MD,Industrial Power,Petroleum,0
628,2001,1,MD,Industrial Power,Natural Gas,4750
630,2001,1,ME,Total Electric Power,Coal,54403
631,2001,1,ME,Total Electric Power,Petroleum,444656
632,2001,1,ME,Total Electric Power,Natural Gas,504401
633,2001,1,ME,Total Electric Power,Other Gases,0
634,2001,1,ME,Total Electric Power,Hydroelectric Conventional,261001
635,2001,1,ME,Total Electric Power,Wood and Wood Derived Fuels,326854
636,2001,1,ME,Total Electric Power,Other Biomass,21247
637,2001,1,ME,Total Electric Power,Other,35926
639,2001,1,ME,Independent Power Producers,Petroleum,341478
640,2001,1,ME,Independent Power Producers,Natural Gas,358573
641,2001,1,ME,Independent Power Producers,Other Gases,0
642,2001,1,ME,Independent Power Producers,Hydroelectric Conventional,178186
643,2001,1,ME,Independent Power Producers,Wood and Wood Derived Fuels,99357
644,2001,1,ME,Independent Power Producers,Other Biomass,11374
645,2001,1,ME,Independent Power Producers,Other,8467
647,2001,1,ME,Electric Power,Coal,18133
648,2001,1,ME,Electric Power,Petroleum,236
649,2001,1,ME,Electric Power,Natural Gas,140405
650,2001,1,ME,Electric Power,Wood and Wood Derived Fuels,51864
651,2001,1,ME,Electric Power,Other Biomass,0
652,2001,1,ME,Electric Power,Other,4479
654,2001,1,ME,Commercial Power,Petroleum,629
655,2001,1,ME,Commercial Power,Natural Gas,1
656,2001,1,ME,Commercial Power,Wood and Wood Derived Fuels,720
657,2001,1,ME,Commercial Power,Other Biomass,6257
658,2001,1,ME,Commercial Power,Other,4721
660,2001,1,ME,Industrial Power,Coal,36270
661,2001,1,ME,Industrial Power,Petroleum,102313
662,2001,1,ME,Industrial Power,Natural Gas,5422
663,2001,1,ME,Industrial Power,Hydroelectric Conventional,82815
664,2001,1,ME,Industrial Power,Wood and Wood Derived Fuels,174913
665,2001,1,ME,Industrial Power,Other Biomass,3615
666,2001,1,ME,Industrial Power,Other,18260
668,2001,1,MI,Total Electric Power,Coal,6259013
669,2001,1,MI,Total Electric Power,Petroleum,66886
670,2001,1,MI,Total Electric Power,Natural Gas,801125
671,2001,1,MI,Total Electric Power,Other Gases,0
672,2001,1,MI,Total Electric Power,Nuclear,2824251
673,2001,1,MI,Total Electric Power,Hydroelectric Conventional,122772
674,2001,1,MI,Total Electric Power,Wood and Wood Derived Fuels,145136
675,2001,1,MI,Total Electric Power,Other Biomass,49848
676,2001,1,MI,Total Electric Power,Pumped Storage,-99410
677,2001,1,MI,Total Electric Power,Other,13039
679,2001,1,MI,Electric Utilities,Coal,6144852
680,2001,1,MI,Electric Utilities,Petroleum,58753
681,2001,1,MI,Electric Utilities,Natural Gas,108952
682,2001,1,MI,Electric Utilities,Other Gases,0
683,2001,1,MI,Electric Utilities,Nuclear,2824251
684,2001,1,MI,Electric Utilities,Hydroelectric Conventional,114917
685,2001,1,MI,Electric Utilities,Other Biomass,0
686,2001,1,MI,Electric Utilities,Pumped Storage,-99410
687,2001,1,MI,Electric Utilities,Other,1437
689,2001,1,MI,Independent Power Producers,Natural Gas,1418
690,2001,1,MI,Independent Power Producers,Other Gases,0
691,2001,1,MI,Independent Power Producers,Hydroelectric Conventional,6026
692,2001,1,MI,Independent Power Producers,Wood and Wood Derived Fuels,91733
693,2001,1,MI,Independent Power Producers,Other Biomass,38563
694,2001,1,MI,Independent Power Producers,Other,11339
696,2001,1,MI,Electric Power,Coal,41551
697,2001,1,MI,Electric Power,Petroleum,7081
698,2001,1,MI,Electric Power,Natural Gas,666154
699,2001,1,MI,Electric Power,Wood and Wood Derived Fuels,2348
700,2001,1,MI,Electric Power,Other Biomass,10908
702,2001,1,MI,Commercial Power,Coal,16597
703,2001,1,MI,Commercial Power,Petroleum,161
704,2001,1,MI,Commercial Power,Natural Gas,1432
705,2001,1,MI,Commercial Power,Other Biomass,350
706,2001,1,MI,Commercial Power,Other,263
708,2001,1,MI,Industrial Power,Coal,56013
709,2001,1,MI,Industrial Power,Petroleum,891
710,2001,1,MI,Industrial Power,Natural Gas,23169
711,2001,1,MI,Industrial Power,Hydroelectric Conventional,1829
712,2001,1,MI,Industrial Power,Wood and Wood Derived Fuels,51055
713,2001,1,MI,Industrial Power,Other Biomass,27
715,2001,1,MN,Total Electric Power,Coal,2894901
716,2001,1,MN,Total Electric Power,Petroleum,53344
717,2001,1,MN,Total Electric Power,Natural Gas,64566
718,2001,1,MN,Total Electric Power,Nuclear,1059132
719,2001,1,MN,Total Electric Power,Hydroelectric Conventional,61161
720,2001,1,MN,Total Electric Power,Wind,86227
721,2001,1,MN,Total Electric Power,Wood and Wood Derived Fuels,49480
722,2001,1,MN,Total Electric Power,Other Biomass,41860
723,2001,1,MN,Total Electric Power,Other,22164
725,2001,1,MN,Electric Utilities,Coal,2790121
726,2001,1,MN,Electric Utilities,Petroleum,50367
727,2001,1,MN,Electric Utilities,Natural Gas,17633
728,2001,1,MN,Electric Utilities,Nuclear,1059132
729,2001,1,MN,Electric Utilities,Hydroelectric Conventional,40993
730,2001,1,MN,Electric Utilities,Wood and Wood Derived Fuels,0
731,2001,1,MN,Electric Utilities,Other Biomass,14555
732,2001,1,MN,Electric Utilities,Other,10980
734,2001,1,MN,Independent Power Producers,Natural Gas,18822
735,2001,1,MN,Independent Power Producers,Hydroelectric Conventional,2448
736,2001,1,MN,Independent Power Producers,Wind,86227
737,2001,1,MN,Independent Power Producers,Other Biomass,17754
738,2001,1,MN,Independent Power Producers,Other,10439
740,2001,1,MN,Electric Power,Coal,26750
741,2001,1,MN,Electric Power,Petroleum,294
742,2001,1,MN,Electric Power,Natural Gas,8047
743,2001,1,MN,Electric Power,Other Biomass,7496
745,2001,1,MN,Commercial Power,Petroleum,1269
746,2001,1,MN,Commercial Power,Natural Gas,9453
747,2001,1,MN,Commercial Power,Other Biomass,988
748,2001,1,MN,Commercial Power,Other,745
750,2001,1,MN,Industrial Power,Coal,78030
751,2001,1,MN,Industrial Power,Petroleum,1414
752,2001,1,MN,Industrial Power,Natural Gas,10611
753,2001,1,MN,Industrial Power,Hydroelectric Conventional,17720
754,2001,1,MN,Industrial Power,Wood and Wood Derived Fuels,49480
755,2001,1,MN,Industrial Power,Other Biomass,1067
757,2001,1,MO,Total Electric Power,Coal,6138552
758,2001,1,MO,Total Electric Power,Petroleum,55918
759,2001,1,MO,Total Electric Power,Natural Gas,42735
760,2001,1,MO,Total Electric Power,Nuclear,864162
761,2001,1,MO,Total Electric Power,Hydroelectric Conventional,31124
762,2001,1,MO,Total Electric Power,Other Biomass,866
763,2001,1,MO,Total Electric Power,Pumped Storage,-18931
764,2001,1,MO,Total Electric Power,Other,5488
766,2001,1,MO,Electric Utilities,Coal,6111660
767,2001,1,MO,Electric Utilities,Petroleum,55903
768,2001,1,MO,Electric Utilities,Natural Gas,42297
769,2001,1,MO,Electric Utilities,Nuclear,864162
770,2001,1,MO,Electric Utilities,Hydroelectric Conventional,31124
771,2001,1,MO,Electric Utilities,Other Biomass,0
772,2001,1,MO,Electric Utilities,Pumped Storage,-18931
773,2001,1,MO,Electric Utilities,Other,5412
775,2001,1,MO,Commercial Power,Coal,8639
776,2001,1,MO,Commercial Power,Petroleum,3
777,2001,1,MO,Commercial Power,Natural Gas,0
778,2001,1,MO,Commercial Power,Other Biomass,0
779,2001,1,MO,Commercial Power,Other,76
781,2001,1,MO,Industrial Power,Coal,18253
782,2001,1,MO,Industrial Power,Petroleum,12
783,2001,1,MO,Industrial Power,Natural Gas,438
784,2001,1,MO,Industrial Power,Other Biomass,866
786,2001,1,MS,Total Electric Power,Coal,1581792
787,2001,1,MS,Total Electric Power,Petroleum,655837
788,2001,1,MS,Total Electric Power,Natural Gas,264712
789,2001,1,MS,Total Electric Power,Nuclear,946566
790,2001,1,MS,Total Electric Power,Wood and Wood Derived Fuels,114638
791,2001,1,MS,Total Electric Power,Other Biomass,0
792,2001,1,MS,Total Electric Power,Other,67
794,2001,1,MS,Electric Utilities,Coal,1581792
795,2001,1,MS,Electric Utilities,Petroleum,650758
796,2001,1,MS,Electric Utilities,Natural Gas,196860
797,2001,1,MS,Electric Utilities,Nuclear,946566
799,2001,1,MS,Independent Power Producers,Natural Gas,8348
801,2001,1,MS,Commercial Power,Petroleum,48
802,2001,1,MS,Commercial Power,Natural Gas,643
804,2001,1,MS,Industrial Power,Petroleum,5031
805,2001,1,MS,Industrial Power,Natural Gas,58861
806,2001,1,MS,Industrial Power,Wood and Wood Derived Fuels,114638
807,2001,1,MS,Industrial Power,Other Biomass,0
808,2001,1,MS,Industrial Power,Other,67
810,2001,1,MT,Total Electric Power,Coal,1584887
811,2001,1,MT,Total Electric Power,Petroleum,40558
812,2001,1,MT,Total Electric Power,Natural Gas,1562
813,2001,1,MT,Total Electric Power,Hydroelectric Conventional,668675
814,2001,1,MT,Total Electric Power,Wood and Wood Derived Fuels,5112
816,2001,1,MT,Electric Utilities,Coal,27980
817,2001,1,MT,Electric Utilities,Petroleum,203
818,2001,1,MT,Electric Utilities,Natural Gas,72
819,2001,1,MT,Electric Utilities,Hydroelectric Conventional,425158
821,2001,1,MT,Independent Power Producers,Coal,1556907
822,2001,1,MT,Independent Power Producers,Hydroelectric Conventional,243517
824,2001,1,MT,Electric Power,Petroleum,40355
825,2001,1,MT,Electric Power,Natural Gas,67
827,2001,1,MT,Industrial Power,Natural Gas,1423
828,2001,1,MT,Industrial Power,Wood and Wood Derived Fuels,5112
830,2001,1,NC,Total Electric Power,Coal,6622628
831,2001,1,NC,Total Electric Power,Petroleum,112577
832,2001,1,NC,Total Electric Power,Natural Gas,27036
833,2001,1,NC,Total Electric Power,Other Gases,55
834,2001,1,NC,Total Electric Power,Nuclear,3417845
835,2001,1,NC,Total Electric Power,Hydroelectric Conventional,146363
836,2001,1,NC,Total Electric Power,Wood and Wood Derived Fuels,136160
837,2001,1,NC,Total Electric Power,Other Biomass,21130
838,2001,1,NC,Total Electric Power,Pumped Storage,0
839,2001,1,NC,Total Electric Power,Other,28001
841,2001,1,NC,Electric Utilities,Coal,6240437
842,2001,1,NC,Electric Utilities,Petroleum,77941
843,2001,1,NC,Electric Utilities,Natural Gas,3600
844,2001,1,NC,Electric Utilities,Nuclear,3417845
845,2001,1,NC,Electric Utilities,Hydroelectric Conventional,98784
846,2001,1,NC,Electric Utilities,Pumped Storage,0
848,2001,1,NC,Independent Power Producers,Petroleum,12
849,2001,1,NC,Independent Power Producers,Natural Gas,14924
850,2001,1,NC,Independent Power Producers,Other Gases,55
851,2001,1,NC,Independent Power Producers,Hydroelectric Conventional,574
852,2001,1,NC,Independent Power Producers,Wood and Wood Derived Fuels,33223
853,2001,1,NC,Independent Power Producers,Other Biomass,3711
854,2001,1,NC,Independent Power Producers,Other,1229
856,2001,1,NC,Electric Power,Coal,282646
857,2001,1,NC,Electric Power,Petroleum,10433
858,2001,1,NC,Electric Power,Natural Gas,6845
859,2001,1,NC,Electric Power,Other Biomass,2624
861,2001,1,NC,Commercial Power,Coal,12861
862,2001,1,NC,Commercial Power,Petroleum,618
863,2001,1,NC,Commercial Power,Natural Gas,40
864,2001,1,NC,Commercial Power,Hydroelectric Conventional,127
866,2001,1,NC,Industrial Power,Coal,86684
867,2001,1,NC,Industrial Power,Petroleum,23573
868,2001,1,NC,Industrial Power,Natural Gas,1627
869,2001,1,NC,Industrial Power,Hydroelectric Conventional,46878
870,2001,1,NC,Industrial Power,Wood and Wood Derived Fuels,102937
871,2001,1,NC,Industrial Power,Other Biomass,14794
872,2001,1,NC,Industrial Power,Other,26773
874,2001,1,ND,Total Electric Power,Coal,2585304
875,2001,1,ND,Total Electric Power,Petroleum,4275
876,2001,1,ND,Total Electric Power,Natural Gas,178
877,2001,1,ND,Total Electric Power,Other Gases,3719
878,2001,1,ND,Total Electric Power,Hydroelectric Conventional,156620
879,2001,1,ND,Total Electric Power,Other Biomass,643
881,2001,1,ND,Electric Utilities,Coal,2575677
882,2001,1,ND,Electric Utilities,Petroleum,1969
883,2001,1,ND,Electric Utilities,Natural Gas,-9
884,2001,1,ND,Electric Utilities,Hydroelectric Conventional,156620
886,2001,1,ND,Industrial Power,Coal,9627
887,2001,1,ND,Industrial Power,Petroleum,2306
888,2001,1,ND,Industrial Power,Natural Gas,187
889,2001,1,ND,Industrial Power,Other Gases,3719
890,2001,1,ND,Industrial Power,Other Biomass,643
892,2001,1,NE,Total Electric Power,Coal,1871573
893,2001,1,NE,Total Electric Power,Petroleum,3021
894,2001,1,NE,Total Electric Power,Natural Gas,5096
895,2001,1,NE,Total Electric Power,Nuclear,935874
896,2001,1,NE,Total Electric Power,Hydroelectric Conventional,81350
897,2001,1,NE,Total Electric Power,Wind,228
898,2001,1,NE,Total Electric Power,Other Biomass,1574
899,2001,1,NE,Total Electric Power,Other,0
901,2001,1,NE,Electric Utilities,Coal,1868029
902,2001,1,NE,Electric Utilities,Petroleum,2299
903,2001,1,NE,Electric Utilities,Natural Gas,4840
904,2001,1,NE,Electric Utilities,Nuclear,935874
905,2001,1,NE,Electric Utilities,Hydroelectric Conventional,81350
906,2001,1,NE,Electric Utilities,Wind,228
907,2001,1,NE,Electric Utilities,Other Biomass,0
908,2001,1,NE,Electric Utilities,Other,0
910,2001,1,NE,Electric Power,Other Biomass,660
912,2001,1,NE,Commercial Power,Petroleum,722
913,2001,1,NE,Commercial Power,Other Biomass,914
915,2001,1,NE,Industrial Power,Coal,3544
916,2001,1,NE,Industrial Power,Natural Gas,256
918,2001,1,NH,Total Electric Power,Coal,382524
919,2001,1,NH,Total Electric Power,Petroleum,6498
920,2001,1,NH,Total Electric Power,Natural Gas,7972
921,2001,1,NH,Total Electric Power,Nuclear,41921
922,2001,1,NH,Total Electric Power,Hydroelectric Conventional,117021
923,2001,1,NH,Total Electric Power,Wood and Wood Derived Fuels,75391
924,2001,1,NH,Total Electric Power,Other Biomass,15776
925,2001,1,NH,Total Electric Power,Other,5262
927,2001,1,NH,Electric Utilities,Coal,382524
928,2001,1,NH,Electric Utilities,Petroleum,432
929,2001,1,NH,Electric Utilities,Natural Gas,8
930,2001,1,NH,Electric Utilities,Nuclear,41921
931,2001,1,NH,Electric Utilities,Hydroelectric Conventional,21170
933,2001,1,NH,Independent Power Producers,Petroleum,273
934,2001,1,NH,Independent Power Producers,Nuclear,0
935,2001,1,NH,Independent Power Producers,Hydroelectric Conventional,86620
936,2001,1,NH,Independent Power Producers,Wood and Wood Derived Fuels,57125
937,2001,1,NH,Independent Power Producers,Other Biomass,15776
938,2001,1,NH,Independent Power Producers,Other,5262
940,2001,1,NH,Electric Power,Petroleum,6
941,2001,1,NH,Electric Power,Wood and Wood Derived Fuels,7864
943,2001,1,NH,Commercial Power,Petroleum,3524
945,2001,1,NH,Industrial Power,Petroleum,2263
946,2001,1,NH,Industrial Power,Natural Gas,7964
947,2001,1,NH,Industrial Power,Hydroelectric Conventional,9231
948,2001,1,NH,Industrial Power,Wood and Wood Derived Fuels,10402
950,2001,1,NJ,Total Electric Power,Coal,1190063
951,2001,1,NJ,Total Electric Power,Petroleum,258178
952,2001,1,NJ,Total Electric Power,Natural Gas,877690
953,2001,1,NJ,Total Electric Power,Other Gases,40896
954,2001,1,NJ,Total Electric Power,Nuclear,2849594
955,2001,1,NJ,Total Electric Power,Hydroelectric Conventional,1591
956,2001,1,NJ,Total Electric Power,Other Biomass,66089
957,2001,1,NJ,Total Electric Power,Pumped Storage,-12869
958,2001,1,NJ,Total Electric Power,Other,34683
960,2001,1,NJ,Electric Utilities,Coal,196033
961,2001,1,NJ,Electric Utilities,Petroleum,11724
962,2001,1,NJ,Electric Utilities,Natural Gas,-48
963,2001,1,NJ,Electric Utilities,Pumped Storage,-12869
965,2001,1,NJ,Independent Power Producers,Coal,678184
966,2001,1,NJ,Independent Power Producers,Petroleum,123655
967,2001,1,NJ,Independent Power Producers,Natural Gas,4761
968,2001,1,NJ,Independent Power Producers,Other Gases,0
969,2001,1,NJ,Independent Power Producers,Nuclear,2849594
970,2001,1,NJ,Independent Power Producers,Hydroelectric Conventional,1591
971,2001,1,NJ,Independent Power Producers,Other Biomass,43363
972,2001,1,NJ,Independent Power Producers,Other,20876
974,2001,1,NJ,Electric Power,Coal,315846
975,2001,1,NJ,Electric Power,Petroleum,100540
976,2001,1,NJ,Electric Power,Natural Gas,641199
977,2001,1,NJ,Electric Power,Other Biomass,21793
978,2001,1,NJ,Electric Power,Other,13806
980,2001,1,NJ,Commercial Power,Petroleum,421
981,2001,1,NJ,Commercial Power,Natural Gas,13762
982,2001,1,NJ,Commercial Power,Other Biomass,82
984,2001,1,NJ,Industrial Power,Petroleum,21838
985,2001,1,NJ,Industrial Power,Natural Gas,218016
986,2001,1,NJ,Industrial Power,Other Gases,40896
987,2001,1,NJ,Industrial Power,Other Biomass,852
989,2001,1,NM,Total Electric Power,Coal,2626719
990,2001,1,NM,Total Electric Power,Petroleum,12957
991,2001,1,NM,Total Electric Power,Natural Gas,265444
992,2001,1,NM,Total Electric Power,Hydroelectric Conventional,12432
993,2001,1,NM,Total Electric Power,Other Biomass,1561
995,2001,1,NM,Electric Utilities,Coal,2626719
996,2001,1,NM,Electric Utilities,Petroleum,4029
997,2001,1,NM,Electric Utilities,Natural Gas,143895
998,2001,1,NM,Electric Utilities,Hydroelectric Conventional,12432
1000,2001,1,NM,Independent Power Producers,Petroleum,0
1001,2001,1,NM,Independent Power Producers,Natural Gas,49702
1003,2001,1,NM,Electric Power,Natural Gas,41615
1004,2001,1,NM,Electric Power,Other Biomass,1561
1006,2001,1,NM,Commercial Power,Natural Gas,5321
1008,2001,1,NM,Industrial Power,Petroleum,8928
1009,2001,1,NM,Industrial Power,Natural Gas,24911
1011,2001,1,NV,Total Electric Power,Coal,1425411
1012,2001,1,NV,Total Electric Power,Petroleum,85556
1013,2001,1,NV,Total Electric Power,Natural Gas,1134772
1014,2001,1,NV,Total Electric Power,Hydroelectric Conventional,211345
1015,2001,1,NV,Total Electric Power,Geothermal,108739
